%22Big%22_Donnie_MacLeod Progressive_Conservative_Association_of_Nova_Scotia


David_P._Thompson Democratic_Party_

David_P._Thompson Republican_Party_

David_Parirenyatwa ZANU-PF

David_Parker_ Australian_Labor_Party

David_Parker_ Republican_Party_

David_Parker_ New_Zealand_Labour_Party

David_Parker_ Republican_Party_

David_Parks_ Democratic_Party_

David_Paterson Democratic_Party_

David_Payne_ Parti_Québécois

David_Pearce_ Republican_Party_

David_Peeples Republican_Party_

David_Pendleton Hawaii_Republican_Party

David_Penhaligon Liberal_Party_

David_Perdue Republican_Party_

David_Perry_ Democratic_Party_

David_Peters_ Republican_Party_

David_Peterson Ontario_Liberal_Party

David_Petraeus Non-partisan

David_Pierce_ Democratic_Party_

David_Pisoni Liberal_Party_of_Australia_

David_Plouffe Democratic_Party_

David_Plunket,_1st_Baron_Rathmore Conservative_Party_

David_Poisson_ Democratic_Party_

David_Pole Labor_Party_

David_Poythress Democratic_Party_

David_Pratt_ Liberal_Party_of_Canada

David_Price_ Liberal_Party_of_Canada

David_Price_ Progressive_Conservative_Party_of_Canada

David_Price_ Democratic_Party_

David_Prior,_Baron_Prior_of_Brampton Conservative_Party_

David_Prosser,_Jr. Republican_Party_

David_Prowse_ Independents_Group

David_Prowse_ Liberal_Party_of_Australia

David_Prowse_ No_Self-Government_Party

David_Pryor Democratic_Party_

David_Quibell,_1st_Baron_Quibell Labor_Party_

David_R._Bowen Democratic_Party_

David_R._Brinkley Republican_Party_

David_R._Burns Maine_Republican_Party

David_R._Cooke Ontario_Liberal_Party

David_R._Courtney Green_Party_

David_R._Craig Republican_Party_

David_R._Evans_ Democratic-Republican_Party_

David_R._Francis Democratic_Party_

David_R._Kessler Democratic_Party_

David_R._Leitch Republican_Party_

David_R._Lewis Republican_Party_

David_R._Mayer Democratic_Party_

David_R._Millard Republican_Party_

David_R._Nagle Democratic_Party_

David_R._Nelson_ Democratic_Party_

David_R._Paige United_States_Democratic_Party

David_R._Porter Democratic_Party_

David_R._Wright Democratic_Party_

David_Rachline National_Front_

David_Ralston Republican_Party_

David_Ramadan Republican_Party_

David_Ramsay_ Ontario_New_Democratic_Party

David_Rath Czech_Social_Democratic_Party

David_Rath Civic_Democratic_Party_

David_Rath Czech_National_Social_Party

David_Reed_ Labor_Party_

David_Rees-Williams,_1st_Baron_Ogmore Liberal_Party_

David_Rees-Williams,_1st_Baron_Ogmore Labour_Party_

David_Rees_ Welsh_Labour

David_Reesor Liberal_Party_of_Canada

David_Reid_ National_Party_of_Western_Australia

David_Reis Republican_Party_

David_Rendel Liberal_Democrats_

David_Renton National_Liberal_Party_

David_Renton Conservative_Party_

David_Reville Ontario_New_Democratic_Party

David_Rhys_Grenfell Labour_Party_

David_Rice_Atchison Democratic_Party_

David_Richardson_ Democratic_Party_

David_Ridgway_ Liberal_Party_of_Australia_

David_Rivera Republican_Party_

David_Roberts_ Democratic_Party_

David_Robertson_ Ontario_Liberal_Party

David_Rogerson_Williams Democratic-Republican_Party_

David_Rotenberg Progressive_Conservative_Party_of_Ontario

David_Rouzer Republican_Party_

David_Rowlands_ UK_Independence_Party

David_Ruffley Conservative_Party_

David_Russell_ Liberal_National_Party_of_Queensland

David_Rust Republican_Party_

David_Rutley Conservative_Party_

David_Ryu Democratic_Party_

David_S._Bennett Republican_Party_

David_S._Cassetti Republican_Party_

David_S._Chang Republican_Party_

David_S._Creamer Democratic_Party_

David_S._Dennison_Jr. Republican_Party_

David_S._Hayes Republican_Party_

David_S._Holmes,_Jr. Michigan_Democratic_Party

David_S._Kaufman Democratic_Party_

David_S._King Democratic_Party_

David_S._Mann Democratic_Party_

David_S._Manners Whig_Party_

David_S._Olsen Republican_Party_

David_S._Terry Democratic_Party_

David_S._Walker Democratic_Party_

David_Sainsbury,_Baron_Sainsbury_of_Turville Labour_Party_

David_Samson_ Unaffiliated_

David_Santiago Republican_Party_

David_Satcher Democratic_Party_

David_Savitt Democratic_Party_

David_Sawyer Democratic_Party_

David_Schapira Democratic_Party_

David_Schnoor Republican_Party_

David_Schreck New_Democratic_Party_of_British_Columbia

David_Schultheis Republican_Party_

David_Schweikert Republican_Party_

David_Scott_ Democratic_Party_

David_Segal_ Democratic_Party_

David_Sessions Republican_Party_

David_Settle_Reid Democratic_Party_

David_Seymour_ ACT_New_Zealand

David_Shadding Democratic_Party_

David_Shafer_ Republican_Party_

David_Shaff Republican_Party_

David_Sharpe_ Democratic_party_

David_Shearer New_Zealand_Labour_Party

David_Shepard_ Democratic_Party_

David_Shepherd_ Alberta_New_Democratic_Party

David_Shoebridge Greens_New_South_Wales

David_Sholtz Democratic_Party_

David_Shutt,_Baron_Shutt_of_Greetland Liberal_Democrats_

David_Sibley_ Republican_Party_

David_Sieck Republican_Party_of_Iowa

David_Sigdestad Democratic_Party_

David_Silinde CHADEMA

David_Simailak Consensus_government

David_Simmons_ Australian_Labor_Party

David_Simpson_ Democratic_Unionist_Party

David_Simpson_ Republican_Party_

David_Skaggs Democratic_Party_

David_Slagger Independent_

David_Sloan_ Yukon_New_Democratic_Party

David_Smith_ Liberal_Party_of_Canada

David_Smith_ Nationalist_Party_of_Australia

David_Smith_ Australian_Labor_Party

David_Smith_ Independent_

David_Smith_ National_Labor_Party

David_Smith_ Australian_Labor_Party

David_Smith_Monson Republican_Party_

David_Smolansky Popular_Will

David_Snyder_ Democratic_Party_

David_Soares Democratic_Party_

David_Sokola Democratic_Party_

David_Souter Republican_Party_

David_Southwick Liberal_Party_of_Australia

David_Spangler_ Anti-Jacksonian_Party_

David_Speirs Liberal_Party_of_Australia_

David_Spence_ Conservative_Party_of_Canada_

David_Spence_Thomson New_Zealand_National_Party

David_Stanton Fine_Gael

David_Starčević Party_of_Rights_

David_Steel Liberal_Democrats_

David_Steffen Republican_Party_

David_Steuart Liberal_Party_of_Saskatchewan

David_Stevens_ Republican_Party_

David_Stewart_ Whig_Party_

David_Stewart_ Scottish_Labour_Party

David_Stockman Republican_Party_

David_Stoddart,_Baron_Stoddart_of_Swindon Labor_Party_

David_Stone_ Democratic-Republican_Party

David_Storobin Republican_Party_

David_Storrer Independent_

David_Storrer Protectionist_Party

David_Stuart_Rose Democratic_Party_of_Wisconsin

David_Stupich New_Democratic_Party_

David_Sturtevant_Ruder Republican_Party_

David_Suetterlein Republican_Party_

David_Swann Alberta_Liberal_Party

David_Sweet Conservative_Party_of_Canada

David_Swinford Republican_Party_

David_Sypolt Republican_Party_

David_T._Caldwell Democratic_Party_

David_T._Daniels Republican_Party_

David_T._Dickinson Republican_Party_

David_T._Disney Democratic_Party_

David_T._Kennedy Democratic_Party_

David_T._Patterson Democratic_Party_

David_Taylor_ Labour_Co-operative

David_Taylor_ Republican_Party_

David_Templeman Australian_Labor_Party

David_Tharckabaw Karen_National_Union

David_Theophilus_Stafford Democratic_Party_

David_Thibodaux Republican_Party_

David_Thomas_ Labour_Party_

David_Thomas_King Progressive_Conservative_Association_of_Alberta

David_Thompson_ Democratic_Labour_Party_

David_Thomson_ Australian_Labor_Party

David_Thomson_ National_Party_of_Australia

David_Tilson Conservative_Party_of_Canada

David_Tilson Progressive_Conservative_Party_of_Ontario

David_Tisdale Conservative_Party_of_Canada_

David_Tkachuk Conservative_Party_of_Canada

David_Tod National_Union_Party_

David_Tomassoni Minnesota_Democratic–Farmer–Labor_Party

David_Tome Independent_

David_Tonkin Liberal_Party_of_Australia_

David_Torrance_ Scottish_National_Party

David_Torrisi Democratic_Party_

David_Toscano Democratic_Party_

David_Tosul Land_and_Justice_Party

David_Tosul National_United_Party_

David_Tosul People's_Progress_Party_

David_Towell Republican_Party_

David_Trahan Maine_Republican_Party

David_Travis Democratic_Party_

David_Tredinnick_ Conservative_Party_

David_Triesman,_Baron_Triesman Labour_Party_

David_Trimble Conservative_Party_

David_Trippier Conservative_Party_

David_Tsubouchi Progressive_Conservative_Party_of_Ontario

David_Turnbull_ Progressive_Conservative_Party_of_Ontario

David_Turpie United_States_Democratic_Party

David_Tuviyahu Mapai

David_Ulibarri Democratic_Party_

David_Underwood Australian_Labor_Party

David_Underwood__Australia-Labor-politician-stub__1 Australian_Labor_Party

David_Usupashvili Republican_Party_of_Georgia

David_Valadao California_Republican_Party

David_Vaughan_ Labor_Party_

David_Vaughan_Pugh Progressive_Conservative_Party_of_Canada

David_Verney,_21st_Baron_Willoughby_de_Broke UK_Independence_Party

David_Vieira_ Republican_Party_

David_Vigor Australian_Democrats

David_Vigor Unite_Australia_Party

David_Vitter Republican_Party_

David_Voelker Republican_Party_

David_W._Anderson Republican_Party_

David_W._Ballard Republican_Party_

David_W._Dennis Republican_Party_

David_W._Dickinson Whig_Party_

David_W._Dickinson Andrew_Jackson

David_W._King Republican_Party_

David_W._Marsden Democratic_Party_

David_W._Marston Republican_Party_

David_W._Oliver Democratic_Party_

David_W._Pipes,_Jr. United_States_House_of_Representatives

David_W._Pipes,_Jr. Republican_Party_

David_W._Rivkin Democratic_Party_

David_W._Stewart Republican_Party_

David_W._Sweet Democratic_Party_

David_W._Tandy Democratic_Party_

David_W._Wolfe Republican_Party_

David_Waddington,_Baron_Waddington Conservative_Party_

David_Walker_ Democratic-Republican_Party

David_Walker_ Democratic_Party_

David_Wallace_ United_States_Whig_Party

David_Walters Democratic_Party_

David_Wanzenried Democratic_Party_

David_Warburton Conservative_Party_

David_Ward_ Liberal_Democrats

David_Wark Liberal_Party_of_Canada

David_Watkins_ Australian_Labor_Party

David_Watkins_ Labor_Party_

David_Watkins_ Democratic_Party_

David_Watson_ Australian_Labor_Party

David_Watson_ Liberal_Party_of_Australia

David_Watts,_Baron_Watts Labour_Party_

David_Watts,_Baron_Watts__Labour-UK-MP-stub__1 Labor_Party_

David_Watts_Morgan Labour_Party_

David_Weatherhead Liberal_Party_of_Canada

David_Weir_ Australian_Labor_Party

David_Weissert Republican_Party_

David_Weitzman Labor_Party_

David_Wells_ Conservative_Party_of_Canada

David_Welter Republican_Party_

David_Weprin Democratic_Party_

David_Wesley_Bole Liberal_Party_of_Canada

David_Whissell Quebec_Liberal_Party

David_Whitaker_ Democratic_Party_

David_Whitton Scottish_Labour_Party

David_Wijnkoop Social_Democratic_Workers'_Party_

David_Wijnkoop Communistische_Partij_Holland

David_Wijnkoop Communistische_Partij_van_Nederland

David_Wijnkoop Sociaal-Democratische_Partij

David_Wijnkoop CPH-Wijnkoop

David_Wilber Republican_Party_

David_Wilder,_Jr. Whig_Party_

David_Wilhelm Democratic_Party_

David_Wilkerson_ Democratic_Party_

David_Wilkins Republican_Party_

David_Wilks Conservative_Party_of_Canada

David_Willetts Conservative_Party_

David_William_Gordon Liberal-Conservative_Party

David_William_Smith Ontario_Liberal_Party

David_William_Thomas Democratic_Party_

David_William_Warner New_Democratic_Party_of_Ontario

David_Williams_ Australian_Labor_Party

David_Williams_ Liberal_Party_

David_Wilmot Free_Soil_Party

David_Wilmot Democratic_Party_

David_Wilmot Republican_Party_

David_Wilshire Conservative_Party_

David_Wilson_ New_Zealand_Labour_Party

David_Wilson_Beaubier Conservative_Party_of_Canada_

David_Wilton Nova_Scotia_Liberal_Party

David_Winderlich Australian_Democrats

David_Winderlich Independent_

David_Winnick Labour_Party_

David_Winninger Ontario_New_Democratic_Party

David_Wolkins Republican_Party_

David_Wood_ Republican_Party_

David_Woodsome Maine_Republican_Party

David_Wordsworth Liberal_Party_of_Australia

David_Worth_Clark Democratic_Party_

David_Wotton Liberal_Party_of_Australia

David_Wright_ Labor_Party_

David_Wright_ Labour_Party_

David_Wright_Allison Liberal_Party_of_Canada

David_Wu Democratic_Party_

David_Wyatt_ Democratic_Party_

David_Xiao Progressive_Conservative_Party_of_Alberta

David_Yancey Republican_Party_

David_Young,_Baron_Young_of_Graffham Conservative_Party_

David_Young_ Republican_Party_

David_Young_ Labor_Party_

David_Young_ Progressive_Conservative_Party_of_Ontario

David_Young_ Republican_Party_

David_Yurdiga Conservative_Party_of_Canada

David_Zimmer Ontario_Liberal_Party

David_Zirnhelt British_Columbia_New_Democratic_Party

David_Zuckerman_ Progressive_Party_

David_Zuckerman_ Vermont_Democratic_Party

David_Zwonitzer Republican_Party_

David_de_Burgh_Graham Liberal_Party_of_Canada

David_van_Rooyen African_National_Congress

Davie_Fulton Progressive_Conservative_Party_of_Canada

Davis_Carpenter Whig_Party_

Davis_Dimock,_Jr. Democratic_Party_

Davis_Elkins Republican_Party_

Davis_Floyd Democratic-Republican_Party

Davis_Hanson_Waite Populist_Party_

Davit_Bakradze United_National_Movement_

Davit_Kezerashvili National_Movement_-_Democrats

Daviz_Simango Democratic_Movement_of_Mozambique

Daviz_Simango RENAMO

Davor_Božinović Croatian_Democratic_Union

Davor_Ivo_Stier Croatian_Democratic_Union

Davor_Škrlec Sustainable_Development_of_Croatia

Davor_Štern Croatian_Social_Liberal_Party

Davoud_Danesh-Jafari Society_of_Devotees_of_the_Islamic_Revolution

Davoud_Hermidas-Bavand National_Front_

Davoud_Mohammadi Islamic_Association_of_Teachers_of_Iran

Davy_Carter Republican_Party_

Davy_Crockett National_Republican_Party_

Davy_Hyland Sinn_Féin

Davíð_Oddsson Independence_Party_

Dawa_Narbula Indian_National_Congress

Dawa_Narbula__INC-politician-stub__1 Indian_National_Congress

Dawar_Khan_Kundi Pakistan_Tehreek-e-Insaf

Dawda_Jawara People's_Progressive_Party_

Dawid_Jackiewicz Law_and_Justice

Dawn_Black New_Democratic_Party

Dawn_Bowden Labour_Party_

Dawn_Butler Labour_Party_

Dawn_Clark_Netsch Democratic_Party_

Dawn_Fardell Independent_politician

Dawn_Gibbons Republican_Party_

Dawn_Hill Democratic_Party_

Dawn_Marie_Addiego Republican_Party_

Dawn_Morrell Democratic_Party_

Dawn_Pettengill Republican_Party_of_Iowa

Dawn_Pettengill Iowa_Democratic_Party

Dawn_Primarolo Labour_Party_

Dawn_Purvis Independent_

Dawn_White Republican_Party_

Dawn_Zimmer Democratic_Party_

Dawnna_Dukes Democratic_Party_

Dawoud_Rajiha Arab_Socialist_Ba'ath_Party_–_Syria_Region

Dawson_Bates Ulster_Unionist_Party

Dawson_Hodgson Republican_Party_

Dawson_L._Kilgore Democratic_Party_

Dawson_Mathis Democratic_Party_

Daya_Gamage United_National_Party

Dayal_Bahadure Republican_Party_of_India_

Dayanand_Mandrekar Bharatiya_Janata_Party

Dayanidhi_Maran Dravida_Munnetra_Kazhagam

Dayasiri_Jayasekara Sri_Lanka_Freedom_Party

Dayasiri_Jayasekara United_National_Party

Dayasritha_Thissera Sri_Lanka_Freedom_Party

Daylin_Leach Democratic_Party_

Dayne_Walling Democratic_Party_

Dayton_E._Phillips Republican_Party_

Dayton_Waller Democratic_Party_

De-Anne_Kelly National_Party_of_Australia

DeAnn_Vaught Republican_Party_

DeForest_Porter Republican_Party_

DeForest_Richards Republican_Party_

DeLesseps_Morrison_Jr. Democratic_Party_

DeLesseps_Story_Morrison Democratic_Party_

DeWayne_Burns Republican_Party_

DeWitt_Clinton Democratic-Republican_Party

DeWitt_Clinton Federalist_Party

De_Alva_S._Alexander United_States_Republican_Party

De_Wayne_Stebbins Republican_Party_

De_Witt_C._Flanagan Democratic_Party_

Dean_Acheson United_States_Democratic_Party

Dean_Alfange American_Labor_Party

Dean_Alfange Democratic_Party_

Dean_Alfange Liberal_Party_of_New_York

Dean_Allison Conservative_Party_of_Canada

Dean_Arp United_States_Republican_Party

Dean_Barkley Independence_Party_of_Minnesota

Dean_Barrow United_Democratic_Party_

Dean_Brown Liberal_Party_of_Australia_

Dean_Burch Republican_Party_

Dean_Cameron_ Republican_Party_

Dean_Cannon Republican_Party_

Dean_Clukey Maine_Republican_Party

Dean_Conley Democratic_Party_

Dean_Constable Prince_Edward_Island_New_Democratic_Party

Dean_Cray Maine_Republican_Party

Dean_DePiero Democratic_Party_

Dean_Del_Mastro Independent_Conservative

Dean_Dohrman Republican_Party_

Dean_Fisher Republican_Party_of_Iowa

Dean_Florez Democratic_Party_

Dean_Gallo United_States_Republican_Party

Dean_Hassard Yukon_Party

Dean_Heller Republican_Party_

Dean_Johnson Independent-Republican_Party

Dean_Johnson Minnesota_Democratic-Farmer-Labor_Party

Dean_Kaufert Republican_Party_

Dean_Knudson Republican_Party_

Dean_Lindo United_Democratic_Party_

Dean_Lockhart Scottish_Conservative_Party

Dean_Martin_ United_States_Republican_Party

Dean_Mortimer Republican_Party_

Dean_Nalder Liberal_Party_of_Australia

Dean_O._Mehlhaff Republican_Party_

Dean_Rhoads Republican_Party_

Dean_Richmond Democratic_Party_

Dean_Rusk Democratic_Party_

Dean_Sanpei Republican_Party_

Dean_Schamore Democratic_Party_

Dean_Schrempp Democratic_Party_

Dean_Skelos Republican_Party_

Dean_Smith_ Liberal_Party_of_Australia

Dean_T._Prosser Republican_Party_

Dean_Takko Democratic_Party_

Dean_Urdahl Republican_Party_of_Minnesota

Dean_Wells_ Australian_Labor_Party

Dean_Wink Republican_Party_

Deane_C._Davis United_States_Republican_Party

Deane_Dana Republican_Party_

Deane_Gundlock Progressive_Conservative_Party_of_Canada

Deane_Rykerson Maine_Democratic_Party

Deanna_Demuzio Democratic_Party_

Deanne_Crothers Manitoba_New_Democratic_Party

Deb_Conroy Democratic_Party_

Deb_Fischer Republican_Party_

Deb_Frecklington Liberal_National_Party_of_Queensland

Deb_Gardner Democratic_Party_

Deb_Goldberg Democratic_Party_

Deb_Higgins Saskatchewan_New_Democratic_Party

Deb_Kennedy Democratic_Party_

Deb_Kiel Republican_Party_of_Minnesota

Deb_Lavender Democratic_Party_

Deb_Matthews Ontario_Liberal_Party

Deb_Mell Democratic_Party_

Deb_Miller Democratic_Party_

Deb_Peters Republican_Party_

Deb_Rey Republican_Party_

Deb_Ruggiero Democratic_Party_

Deb_Schulte Liberal_Party_of_Canada

Deb_Shaughnessy Michigan_Republican_Party

Deb_Soholt Republican_Party_

Deba_Wieland Socialist_Unity_Party_of_Germany

Debabrata_Bandyopadhyay All_India_Trinamool_Congress

Debabrata_Saikia Indian_National_Congress

Debashree_Roy All_India_Trinamool_Congress

Debbe_Leftwich Democratic_Party_

Debbie_Abrahams Labour_Party_

Debbie_Blackburn Democratic_Party_

Debbie_Boyd Democratic_Party_

Debbie_Cook Democratic_Party_

Debbie_Dingell Democratic_Party_

Debbie_Halvorson Democratic_Party_

Debbie_Hammons Democratic_Party_

Debbie_Holmes Democratic_Party_

Debbie_Jabbour Alberta_New_Democratic_Party

Debbie_Johnson Republican_Party_of_Minnesota

Debbie_Lesko Republican_Party_

Debbie_Mayfield Republican_Party_

Debbie_McCune_Davis Democratic_Party_

Debbie_Phillips Democratic_Party_

Debbie_Riddle Republican_Party_

Debbie_Rodella Democratic_Party_

Debbie_Smith_ Democratic_Party_

Debbie_Stabenow Democratic_Party_

Debbie_Stafford Democratic_Party_

Debbie_Wasserman_Schultz Democratic_Party_

Debby_Barrett Republican_Party_

Debendranath_Bandyopadhyay All_India_Trinamool_Congress

Deberah_Kula Democratic_Party_

Debi_Prasad_Pal Indian_National_Congress

Debi_Rose Democratic_Party_

Debomoy_Sanyal Bharatiya_Janata_Party

Debora_Serracchiani Democratic_Party_

Deborah_Arnie_Arnesen Democratic_Party_

Deborah_Bergamini Forza_Italia_

Deborah_Berry Iowa_Democratic_Party

Deborah_Billian Democratic_Party_

Deborah_Boone Democratic_Party_

Deborah_Cherry Democratic_Party_

Deborah_Coyne Green_Party_of_Canada

Deborah_Coyne Liberal_Party_of_Canada

Deborah_Drever Alberta_New_Democratic_Party

Deborah_Eddy Democratic_Party_

Deborah_Fellela Democratic_Party_

Deborah_Ferguson Democratic_Party_

Deborah_Grey Canadian_Alliance

Deborah_Grey Democratic_Representative_Caucus

Deborah_Grey Conservative_Party_of_Canada

Deborah_Grey Reform_Party_of_Canada

Deborah_Hersman Democratic_Party_

Deborah_Hudson Republican_Party_

Deborah_J._Glick Democratic_Party_

Deborah_J._Horan Democratic_Party_

Deborah_Jeanne_Dawkins Democratic_Party_

Deborah_K._Ross Democratic_Party_

Deborah_Kafoury Democratic_Party_

Deborah_Kottel Democratic_Party_

Deborah_L._Cook Republican_Party_

Deborah_L._Graham Democratic_Party_

Deborah_Lee_James Democratic_Party_

Deborah_Markowitz Democratic_Party_

Deborah_Newcomb Democratic_Party_

Deborah_O'Neill Australian_Labor_Party

Deborah_Pryce Republican_Party_

Deborah_R._Cochran Republican_Party_

Deborah_Reynolds Democratic_Party_

Deborah_Senn Democratic_Party_

Deborah_Simpson Maine_Democratic_Party

Debra_Bowen Democratic_Party_

Debra_DeLee Democratic_Party_

Debra_Heffernan Democratic_Party_

Debra_Hilstrom Minnesota_Democratic–Farmer–Labor_Party

Debra_Hobbs Republican_Party_

Debra_Kolste Democratic_Party_

Debra_Lehrmann Republican_Party_

Debra_Medina Republican_Party_

Debra_Moody Republican_Party_

Debra_Plowman Maine_Republican_Party

Debra_Shipley Labor_Party_

Debra_Shipley Labour_Party_

Debra_Wong_Yang Republican_Party_

Debretsion_Gebremichael Ethiopian_People's_Revolutionary_Democratic_Front

Decatur_%22Bucky%22_Trotter Democratic_Party_

Decebal_Traian_Remeș National_Liberal_Party_

Dechen_Zangmo Bhutan_Peace_and_Prosperity_Party

Declan_Bree Independent_politician

Declan_Kearney Sinn_Féin

Declan_McAleer Sinn_Féin

Declan_O'Loan Social_Democratic_and_Labour_Party

Declan_O'Scanlon Republican_Party_

Dede_Feldman Democratic_Party_

Dede_Scozzafava Democratic_Party_

Dede_Scozzafava Republican_Party_

Dee_D._Drell Republican_Party_

Dee_Dee_Myers Democratic_Party_

Dee_Doocey Liberal_Democrats

Dee_L._Brown Republican_Party_

Dee_Long Democratic-Farmer-Labor_Party

Dee_Margetts Greens_WA

Dee_Morikawa Democratic_Party_

Dee_Richard Independent_

Dee_Ryall Liberal_Party_of_Australia

Deedee_Corradini Democratic_Party_

Deendayal_Gupta Indian_National_Congress

Deendayal_Gupta__INC-politician-stub__1 Indian_National_Congress

Deendayal_Upadhyaya Bharatiya_Jana_Sangh

Deep_Narayan_Singh Indian_National_Congress

Deepa_Dasmunsi Indian_National_Congress

Deepa_Dasmunsi__INC-politician-stub__1 Indian_National_Congress

Deepa_Kaul Indian_National_Congress

Deepa_Kaul__INC-politician-stub__1 Indian_National_Congress

Deepak_Bharadwaj Bahujan_Samaj_Party

Deepak_Obhrai Conservative_Party_of_Canada

Deepak_Sawant Shiv_Sena

Deepak_Vasant_Kesarkar Shiv_Sena

Deepal_Gunasekara National_Freedom_Front

Deepender_Singh_Hooda Indian_National_Congress

Deepender_Singh_Hooda__INC-politician-stub__1 Indian_National_Congress

Deependra_Singh_Shekhawat Indian_National_Congress

Deesha_Dyer Democratic_Party_

Dehra_Parker Ulster_Unionist_Party

Deidre_Brock Scottish_National_Party

Deidre_Henderson Republican_Party_

Deirdre_Clune Fine_Gael

Deirdre_Clune European_People's_Party_

Dejan_Židan Social_Democrats_

Del_Latta Republican_Party_

Del_M._Clawson Republican_Party_

Del_Stromer Republican_Party_of_Iowa

Del_de_Guzman Liberal_Party_

Delaine_Eastin Democratic_Party_

Delano_Lewis Democratic_Party_

Delazon_Smith Democratic_Party_

Delbert_Hosemann Republican_Party_

Delbert_Kirsch Saskatchewan_Party

Delcia_Kite Australian_Labor_Party

Delcy_Rodríguez United_Socialist_Party_of_Venezuela

Delcídio_do_Amaral Workers'_Party_

Delfim_Moreira Mineiro_Republican_Party

Delia_Bisutti Solidarity_and_Equality

Delia_Guerrero_Coronado Institutional_Revolutionary_Party

Delia_Lawrie Australian_Labor_Party

Delia_Lawrie Independent_politician

Delia_Pinchetti_de_Sierra_Morales Republican_Force_Tucumán

Dell_Raybould Republican_Party_

Della_Au_Belatti Democratic_Party_

Della_Sowah National_Democratic_Congress_

Delman_Coates__Delman_Coates__1 Democratic_Party_

Delores_G._Kelley Democratic_Party_

Delores_McQuinn Democratic_Party_

Delos_R._Ashley Republican_Party_

Delpha_Baird Republican_Party_

Delpha_Sauvé Conservative_Party_of_Quebec_

Delphine_Batho Socialist_Party_

Delus_Johnson Republican_Party_

Delwa_Kassiré_Koumakoye National_Rally_for_Development_and_Progress

Delwar_Hossain_Sayeedi Bangladesh_Jamaat-e-Islami

Delwin_Jones Republican_Party_

Delyan_Peevski Movement_for_Rights_and_Freedoms

Delyth_Evans Welsh_Labour_Party

Demas_Barnes United_States_Democratic_Party

Demeke_Mekonnen Amhara_National_Democratic_Movement

Demetri_Dollis Australian_Labor_Party

Demetrio_Cortes Nationalist_Party_

Demetrios_Marantis Democratic_Party_

Demetris_Christofias Progressive_Party_of_Working_People

Demetrius_Atsalis Democratic_Party_

Demetrius_Douglas Democratic_Party_

Demetrius_Newton Democratic_Party_

Demion_Clinco Democratic_Party_

Dempsey_J._Barron Democratic_Party_

Demyan_Korotchenko Communist_Party_of_the_Soviet_Union

Den_Dover Conservative_Party_

Dena_Grayson Democratic_Party_

Dena_M._Carli Democratic_Party_

Dene_Smuts Democratic_Alliance_

Deng_Changyou Communist_Party_of_China

Deng_Liqun Communist_Party_of_China

Deng_Qilin Communist_Party_of_China

Deng_Xiaoping Communist_Party_of_China

Deng_Xiaoping Communist_Party_of_the_Soviet_Union

Deng_Yingchao Communist_Party_of_China

Deng_Yuzhi Communist_Party_of_China

Deng_Zhongxia Communist_Party_of_China

Deng_Zihui Communist_Party_of_China

Dengir_Mir_Mehmet_Fırat Justice_and_Development_Party_

Dengir_Mir_Mehmet_Fırat Virtue_Party

Dengir_Mir_Mehmet_Fırat Peoples'_Democratic_Party_

Denham_Henty Liberal_Party_of_Australia

Denis_Allchurch Saskatchewan_Party

Denis_Amici Sammarinese_Christian_Democratic_Party

Denis_Badré Democratic_Movement_

Denis_Baupin Europe_Ecology_–_The_Greens

Denis_Bećirović Social_Democratic_Party_of_Bosnia_and_Herzegovina

Denis_Blanchette New_Democratic_Party_

Denis_Burke_ Country_Liberal_Party

Denis_Carter,_Baron_Carter Labour_Co-operative

Denis_Chang Article_45_Concern_Group

Denis_Chang Civic_Party

Denis_Coderre Équipe_Denis_Coderre_pour_Montréal

Denis_Coderre Liberal_Party_of_Canada

Denis_Coe Labor_Party_

Denis_Detcheverry Union_for_a_Popular_Movement

Denis_Doherty Independent_

Denis_Foley Fianna_Fáil

Denis_Goldberg African_National_Congress

Denis_Guyer Democratic_Party_

Denis_Hardy_ Quebec_Liberal_Party

Denis_Haughey Social_Democratic_and_Labour_Party

Denis_Healey Labour_Party_

